Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition
14.91,0.27152,-1.00226,-0.52566,-5.0113,-5.02263,-2.6283,4.81682,1.34098
14.92,0.26147,-1.00742,-0.50666,-5.0371,-5.07448,-2.5333,4.83006,1.2925
14.93,0.25137,-1.0124,-0.48751,-5.062,-5.12477,-2.43755,4.84286,1.24366
14.94,0.24122,-1.01717,-0.46822,-5.08585,-5.17317,-2.3411,4.85524,1.19444
14.95,0.23103,-1.02176,-0.4488,-5.1088,-5.21997,-2.244,4.86716,1.1449
14.96,0.22079,-1.02615,-0.42924,-5.13075,-5.26492,-2.1462,4.87862,1.095
14.97,0.21051,-1.03034,-0.40955,-5.1517,-5.308,-2.04775,4.88962,1.04479
14.98,0.20018,-1.03434,-0.38974,-5.1717,-5.3493,-1.9487,4.90015,0.99423
14.99,0.18982,-1.03814,-0.36982,-5.1907,-5.38867,-1.8491,4.91019,0.94341
15.0,0.17942,-1.04174,-0.34978,-5.2087,-5.42611,-1.7489,4.91974,0.89229
15.01,0.16899,-1.04513,-0.32964,-5.22565,-5.46148,-1.6482,4.92878,0.84093
15.02,0.15852,-1.04833,-0.3094,-5.24165,-5.49498,-1.547,4.93731,0.78928
15.03,0.14802,-1.05132,-0.28906,-5.2566,-5.52637,-1.4453,4.94533,0.7374
15.04,0.13749,-1.05411,-0.26864,-5.27055,-5.55574,-1.3432,4.95282,0.68529
15.05,0.12694,-1.05669,-0.24813,-5.28345,-5.58297,-1.24065,4.95977,0.633
15.06,0.11636,-1.05907,-0.22755,-5.29535,-5.60815,-1.13775,4.96619,0.58049
15.07,0.10576,-1.06124,-0.2069,-5.3062,-5.63115,-1.0345,4.97206,0.52781
15.08,0.09513,-1.06321,-0.18618,-5.31605,-5.65208,-0.9309,4.97739,0.47493
15.09,0.08449,-1.06497,-0.16541,-5.32485,-5.67081,-0.82705,4.98216,0.42195
15.1,0.07384,-1.06652,-0.14459,-5.3326,-5.68732,-0.72295,4.98638,0.36886
15.11,0.06316,-1.06786,-0.12372,-5.3393,-5.70162,-0.6186,4.99003,0.31559
15.12,0.05248,-1.06899,-0.10281,-5.34495,-5.7137,-0.51405,4.99312,0.26228
15.13,0.04178,-1.06992,-0.08187,-5.3496,-5.72364,-0.40935,4.99564,0.20884
15.14,0.03108,-1.07063,-0.06091,-5.35315,-5.73124,-0.30455,4.99759,0.15537
15.15,0.02037,-1.07113,-0.03993,-5.35565,-5.7366,-0.19965,4.99896,0.10184
15.16,0.00966,-1.07143,-0.01893,-5.35715,-5.73981,-0.09465,4.99977,0.0483
15.17,-0.00105,-1.07151,0.00207,-5.35755,-5.74067,0.01035,5.0,-0.00525
15.18,-0.01177,-1.07139,0.02307,-5.35695,-5.73938,0.11535,4.99965,-0.05885
15.19,-0.02248,-1.07105,0.04406,-5.35525,-5.73574,0.2203,4.99874,-0.11239
15.2,-0.03319,-1.07051,0.06504,-5.35255,-5.72996,0.3252,4.99725,-0.16592
15.21,-0.04389,-1.06975,0.086,-5.34875,-5.72183,0.43,4.99518,-0.21938
15.22,-0.05458,-1.06879,0.10693,-5.34395,-5.71156,0.53465,4.99255,-0.27276
15.23,-0.06527,-1.06761,0.12783,-5.33805,-5.69896,0.63915,4.98935,-0.32612
15.24,-0.07594,-1.06623,0.14869,-5.33115,-5.68423,0.74345,4.98559,-0.37934
15.25,-0.08659,-1.06464,0.1695,-5.3232,-5.66729,0.8475,4.98127,-0.43241
15.26,-0.09723,-1.06284,0.19027,-5.3142,-5.64814,0.95135,4.97638,-0.48538
15.27,-0.10785,-1.06083,0.21097,-5.30415,-5.6268,1.05485,4.97095,-0.53821
15.28,-0.11844,-1.05862,0.23161,-5.2931,-5.60338,1.15805,4.96497,-0.59082
15.29,-0.12902,-1.0562,0.25217,-5.281,-5.57779,1.26085,4.95844,-0.64331
15.3,-0.13957,-1.05358,0.27266,-5.2679,-5.55015,1.3633,4.95138,-0.69559
15.31,-0.15009,-1.05075,0.29307,-5.25375,-5.52038,1.46535,4.94379,-0.74764
15.32,-0.16058,-1.04772,0.31339,-5.2386,-5.48859,1.56695,4.93567,-0.79945
15.33,-0.17104,-1.04448,0.33361,-5.2224,-5.45469,1.66805,4.92704,-0.85104
15.34,-0.18147,-1.04104,0.35373,-5.2052,-5.41882,1.76865,4.9179,-0.90238
15.35,-0.19186,-1.03741,0.37375,-5.18705,-5.3811,1.86875,4.90826,-0.95343
15.36,-0.20222,-1.03357,0.39365,-5.16785,-5.34133,1.96825,4.89812,-1.00422
15.37,-0.21253,-1.02953,0.41344,-5.14765,-5.29966,2.0672,4.8875,-1.05467
15.38,-0.22281,-1.0253,0.4331,-5.1265,-5.2562,2.1655,4.8764,-1.10486
15.39,-0.23304,-1.02087,0.45263,-5.10435,-5.21088,2.26315,4.86484,-1.15468
15.4,-0.24322,-1.01625,0.47203,-5.08125,-5.16382,2.36015,4.85284,-1.20415
15.41,-0.25336,-1.01143,0.4913,-5.05715,-5.11495,2.4565,4.84038,-1.25329
15.42,-0.26345,-1.00642,0.51041,-5.0321,-5.06441,2.55205,4.82749,-1.30207
15.43,-0.27349,-1.00122,0.52938,-5.0061,-5.01221,2.6469,4.81417,-1.35047
15.44,-0.28348,-0.99584,0.5482,-4.9792,-4.95849,2.741,4.80044,-1.39849
15.45,-0.29341,-0.99026,0.56686,-4.9513,-4.90307,2.8343,4.78632,-1.44609
15.46,-0.30328,-0.9845,0.58536,-4.9225,-4.8462,2.9268,4.77181,-1.49326
15.47,-0.3131,-0.97855,0.60369,-4.89275,-4.7878,3.01845,4.75692,-1.54005
15.48,-0.32285,-0.97243,0.62185,-4.86215,-4.7281,3.10925,4.74168,-1.58635
15.49,-0.33254,-0.96612,0.63984,-4.8306,-4.66694,3.1992,4.72608,-1.63222
15.5,-0.34217,-0.95963,0.65765,-4.79815,-4.60445,3.28825,4.71014,-1.67766
15.51,-0.35174,-0.95296,0.67528,-4.7648,-4.54066,3.3764,4.69387,-1.72266
15.52,-0.36123,-0.94612,0.69272,-4.7306,-4.47572,3.4636,4.67731,-1.76713
15.53,-0.37066,-0.93911,0.70997,-4.69555,-4.40964,3.54985,4.66044,-1.81115
15.54,-0.38001,-0.93193,0.72703,-4.65965,-4.34247,3.63515,4.6433,-1.85465
15.55,-0.3893,-0.92457,0.74389,-4.62285,-4.27415,3.71945,4.62587,-1.8977
15.56,-0.3985,-0.91705,0.76056,-4.58525,-4.2049,3.8028,4.60822,-1.94018
15.57,-0.40764,-0.90936,0.77702,-4.5468,-4.13468,3.8851,4.59029,-1.98222
15.58,-0.41669,-0.90151,0.79328,-4.50755,-4.0636,3.9664,4.57217,-2.02368
15.59,-0.42567,-0.8935,0.80934,-4.4675,-3.99171,4.0467,4.55381,-2.06466
15.6,-0.43456,-0.88532,0.82518,-4.4266,-3.91896,4.1259,4.53528,-2.10506
15.61,-0.44337,-0.87699,0.84082,-4.38495,-3.84556,4.2041,4.51656,-2.14493
15.62,-0.4521,-0.86851,0.85624,-4.34255,-3.77155,4.2812,4.49766,-2.18428
15.63,-0.46074,-0.85987,0.87144,-4.29935,-3.69688,4.3572,4.47862,-2.22306
15.64,-0.4693,-0.85108,0.88643,-4.2554,-3.62169,4.43215,4.45943,-2.26131
15.65,-0.47776,-0.84214,0.9012,-4.2107,-3.546,4.506,4.44014,-2.29896
15.66,-0.48614,-0.83306,0.91574,-4.1653,-3.46994,4.5787,4.42071,-2.33608
15.67,-0.49442,-0.82383,0.93007,-4.11915,-3.39348,4.65035,4.40122,-2.37261
15.68,-0.50262,-0.81446,0.94417,-4.0723,-3.31673,4.72085,4.38162,-2.40862
15.69,-0.51071,-0.80494,0.95805,-4.0247,-3.23964,4.79025,4.36199,-2.44398
15.7,-0.51871,-0.7953,0.9717,-3.9765,-3.16251,4.8585,4.3423,-2.4788
15.71,-0.52662,-0.78551,0.98512,-3.92755,-3.08513,4.9256,4.32255,-2.51307
15.72,-0.53442,-0.77559,0.99832,-3.87795,-3.0077,4.9916,4.30282,-2.54671
15.73,-0.54213,-0.76555,1.01128,-3.82775,-2.93033,5.0564,4.28306,-2.57981
15.74,-0.54973,-0.75537,1.02402,-3.77685,-2.85292,5.1201,4.26333,-2.61229
15.75,-0.55724,-0.74507,1.03653,-3.72535,-2.77565,5.18265,4.24359,-2.64423
15.76,-0.56463,-0.73464,1.04881,-3.6732,-2.69848,5.24405,4.22393,-2.67552
15.77,-0.57193,-0.72409,1.06086,-3.62045,-2.62153,5.3043,4.20429,-2.70628
15.78,-0.57912,-0.71342,1.07268,-3.5671,-2.54484,5.3634,4.18472,-2.73644
15.79,-0.5862,-0.70264,1.08427,-3.5132,-2.46851,5.42135,4.16524,-2.766
15.8,-0.59317,-0.69174,1.09562,-3.4587,-2.39252,5.4781,4.14586,-2.79496
15.81,-0.60003,-0.68073,1.10675,-3.40365,-2.31697,5.53375,4.12659,-2.82334
15.82,-0.60678,-0.6696,1.11765,-3.348,-2.24182,5.58825,4.10744,-2.85113
15.83,-0.61342,-0.65837,1.12831,-3.29185,-2.16726,5.64155,4.08842,-2.87834
15.84,-0.61995,-0.64704,1.13875,-3.2352,-2.0933,5.69375,4.06954,-2.90497
15.85,-0.62636,-0.6356,1.14896,-3.178,-2.01994,5.7448,4.05083,-2.931
15.86,-0.63266,-0.62406,1.15893,-3.1203,-1.94725,5.79465,4.03229,-2.95646
15.87,-0.63884,-0.61242,1.16868,-3.0621,-1.87529,5.8434,4.01394,-2.98132
15.88,-0.64491,-0.60069,1.17821,-3.00345,-1.80414,5.89105,3.99577,-3.00563
15.89,-0.65086,-0.58886,1.1875,-2.9443,-1.73378,5.9375,3.97782,-3.02935
15.9,-0.65669,-0.57694,1.19657,-2.8847,-1.6643,5.98285,3.96009,-3.05249
15.91,-0.6624,-0.56493,1.20542,-2.82465,-1.59573,6.0271,3.94259,-3.07506
15.92,-0.66798,-0.55283,1.21403,-2.76415,-1.52811,6.07015,3.92537,-3.09701
15.93,-0.67345,-0.54065,1.22243,-2.70325,-1.46151,6.11215,3.90837,-3.11843
15.94,-0.6788,-0.52838,1.2306,-2.6419,-1.39593,6.153,3.89163,-3.1393
15.95,-0.68402,-0.51604,1.23855,-2.5802,-1.33149,6.19275,3.87519,-3.15957
15.96,-0.68912,-0.50361,1.24628,-2.51805,-1.26812,6.2314,3.85903,-3.17929
15.97,-0.69409,-0.49111,1.25379,-2.45555,-1.20595,6.26895,3.84318,-3.19843
15.98,-0.69894,-0.47854,1.26108,-2.3927,-1.145,6.3054,3.82762,-3.21703
15.99,-0.70366,-0.46589,1.26815,-2.32945,-1.08527,6.34075,3.8124,-3.23506
16.0,-0.70826,-0.45317,1.275,-2.26585,-1.02682,6.375,3.79747,-3.25257
16.01,-0.71273,-0.44039,1.28164,-2.20195,-0.96972,6.4082,3.7829,-3.26951
16.02,-0.71706,-0.42754,1.28806,-2.1377,-0.91395,6.4403,3.76871,-3.28586
16.03,-0.72128,-0.41463,1.29427,-2.07315,-0.85959,6.47135,3.75481,-3.30173
16.04,-0.72536,-0.40166,1.30027,-2.0083,-0.80665,6.50135,3.7413,-3.31702
16.05,-0.72931,-0.38863,1.30605,-1.94315,-0.75517,6.53025,3.72817,-3.33178
16.06,-0.73313,-0.37554,1.31163,-1.8777,-0.70515,6.55815,3.71542,-3.34599
16.07,-0.73682,-0.36239,1.31699,-1.81195,-0.65663,6.58495,3.70305,-3.35968
16.08,-0.74038,-0.3492,1.32215,-1.746,-0.6097,6.61075,3.69106,-3.37284
16.09,-0.7438,-0.33595,1.3271,-1.67975,-0.56431,6.6355,3.6795,-3.38545
16.1,-0.7471,-0.32266,1.33184,-1.6133,-0.52055,6.6592,3.66831,-3.39757
16.11,-0.75026,-0.30932,1.33638,-1.5466,-0.47839,6.6819,3.65756,-3.40914
16.12,-0.75328,-0.29593,1.34071,-1.47965,-0.43787,6.70355,3.64725,-3.42018
16.13,-0.75617,-0.2825,1.34484,-1.4125,-0.39903,6.7242,3.63735,-3.4307
16.14,-0.75893,-0.26903,1.34877,-1.34515,-0.36189,6.74385,3.62786,-3.44073
16.15,-0.76156,-0.25553,1.35249,-1.27765,-0.32648,6.76245,3.6188,-3.45026
16.16,-0.76404,-0.24198,1.35602,-1.2099,-0.29277,6.7801,3.61023,-3.45922
16.17,-0.76639,-0.22841,1.35934,-1.14205,-0.26086,6.7967,3.6021,-3.4677
16.18,-0.76861,-0.2148,1.36247,-1.074,-0.2307,6.81235,3.59439,-3.47568
16.19,-0.77069,-0.20116,1.3654,-1.0058,-0.20233,6.827,3.58715,-3.48315
16.2,-0.77263,-0.18749,1.36813,-0.93745,-0.17576,6.84065,3.58039,-3.4901
16.21,-0.77444,-0.1738,1.37066,-0.869,-0.15103,6.8533,3.57406,-3.49658
16.22,-0.77611,-0.16008,1.373,-0.8004,-0.12813,6.865,3.56822,-3.50254
16.23,-0.77764,-0.14634,1.37514,-0.7317,-0.10708,6.8757,3.56286,-3.508
16.24,-0.77904,-0.13258,1.37708,-0.6629,-0.08789,6.8854,3.55794,-3.51298
16.25,-0.78029,-0.1188,1.37884,-0.594,-0.07057,6.8942,3.55355,-3.51743
16.26,-0.78141,-0.105,1.38039,-0.525,-0.05512,6.90195,3.54961,-3.52141
16.27,-0.78239,-0.09119,1.38176,-0.45595,-0.04158,6.9088,3.54615,-3.52488
16.28,-0.78324,-0.07737,1.38293,-0.38685,-0.02993,6.91465,3.54316,-3.5279
16.29,-0.78394,-0.06353,1.38391,-0.31765,-0.02018,6.91955,3.54069,-3.53037
16.3,-0.78451,-0.04969,1.38469,-0.24845,-0.01235,6.92345,3.53867,-3.53239
16.31,-0.78493,-0.03584,1.38529,-0.1792,-0.00642,6.92645,3.53719,-3.53388
16.32,-0.78522,-0.02198,1.38569,-0.1099,-0.00242,6.92845,3.53616,-3.5349
16.33,-0.78537,-0.00813,1.3859,-0.04065,-0.00033,6.9295,3.53563,-3.53543
16.34,-0.78539,0.00573,1.38591,0.02865,-0.00016,6.92955,3.53556,-3.53551
16.35,-0.78526,0.01959,1.38574,0.09795,-0.00192,6.9287,3.53602,-3.53505
16.36,-0.78499,0.03345,1.38537,0.16725,-0.00559,6.92685,3.53698,-3.53409
16.37,-0.78459,0.0473,1.38481,0.2365,-0.01119,6.92405,3.53839,-3.53268
16.38,-0.78405,0.06114,1.38406,0.3057,-0.01869,6.9203,3.5403,-3.53076
16.39,-0.78337,0.07498,1.38311,0.3749,-0.02811,6.91555,3.5427,-3.52836
16.4,-0.78255,0.0888,1.38197,0.444,-0.03943,6.90985,3.54559,-3.52545
16.41,-0.78159,0.10262,1.38064,0.5131,-0.05265,6.9032,3.54897,-3.52204
16.42,-0.7805,0.11642,1.37912,0.5821,-0.06777,6.8956,3.55281,-3.51817
16.43,-0.77926,0.1302,1.3774,0.651,-0.08476,6.887,3.55717,-3.51377
16.44,-0.77789,0.14396,1.37549,0.7198,-0.10362,6.87745,3.56198,-3.50889
16.45,-0.77638,0.15771,1.37338,0.78855,-0.12436,6.8669,3.56727,-3.50351
16.46,-0.77474,0.17143,1.37108,0.85715,-0.14694,6.8554,3.57301,-3.49765
16.47,-0.77296,0.18513,1.36858,0.92565,-0.17137,6.8429,3.57923,-3.49129
16.48,-0.77104,0.1988,1.36588,0.994,-0.19761,6.8294,3.58593,-3.48441
16.49,-0.76898,0.21245,1.36299,1.06225,-0.22568,6.81495,3.5931,-3.47701
16.5,-0.76679,0.22606,1.3599,1.1303,-0.25552,6.7995,3.60071,-3.46914
16.51,-0.76446,0.23964,1.35661,1.1982,-0.28714,6.78305,3.60878,-3.46074
16.52,-0.76199,0.25319,1.35312,1.26595,-0.32053,6.7656,3.61732,-3.45181
16.53,-0.75939,0.26671,1.34943,1.33355,-0.35567,6.74715,3.62628,-3.4424
16.54,-0.75666,0.28018,1.34553,1.4009,-0.3925,6.72765,3.63566,-3.43248
16.55,-0.75379,0.29362,1.34144,1.4681,-0.43106,6.7072,3.6455,-3.42203
16.56,-0.75079,0.30701,1.33714,1.53505,-0.47128,6.6857,3.65575,-3.41108
16.57,-0.74765,0.32036,1.33264,1.6018,-0.51315,6.6632,3.66644,-3.39959
16.58,-0.74438,0.33366,1.32793,1.6683,-0.55664,6.63965,3.67754,-3.38758
16.59,-0.74098,0.34692,1.32302,1.7346,-0.60177,6.6151,3.68904,-3.37506
16.6,-0.73744,0.36012,1.3179,1.8006,-0.64843,6.5895,3.70096,-3.36198
16.61,-0.73378,0.37327,1.31257,1.86635,-0.69665,6.56285,3.71324,-3.34841
16.62,-0.72998,0.38637,1.30703,1.93185,-0.74641,6.53515,3.72594,-3.33427
16.63,-0.72605,0.39941,1.30128,1.99705,-0.79764,6.5064,3.73901,-3.31961
16.64,-0.72199,0.4124,1.29532,2.062,-0.85037,6.4766,3.75246,-3.3044
16.65,-0.7178,0.42532,1.28915,2.1266,-0.90449,6.44575,3.76627,-3.28865
16.66,-0.71348,0.43818,1.28276,2.1909,-0.96001,6.4138,3.78044,-3.27234
16.67,-0.70904,0.45097,1.27616,2.25485,-1.01687,6.3808,3.79494,-3.25553
16.68,-0.70446,0.4637,1.26935,2.3185,-1.07509,6.34675,3.80981,-3.23811
16.69,-0.69976,0.47636,1.26231,2.3818,-1.13459,6.31155,3.82498,-3.22017
16.7,-0.69494,0.48895,1.25506,2.44475,-1.19536,6.2753,3.84046,-3.2017
16.71,-0.68999,0.50146,1.24759,2.5073,-1.25731,6.23795,3.85626,-3.18265
16.72,-0.68491,0.5139,1.2399,2.5695,-1.32047,6.1995,3.87238,-3.16302
16.73,-0.67971,0.52626,1.23199,2.6313,-1.38475,6.15995,3.88878,-3.14284
16.74,-0.67438,0.53854,1.22385,2.6927,-1.45013,6.11925,3.90547,-3.12207
16.75,-0.66894,0.55073,1.2155,2.75365,-1.51652,6.0775,3.9224,-3.10077
16.76,-0.66337,0.56285,1.20692,2.81425,-1.584,6.0346,3.93961,-3.07888
16.77,-0.65768,0.57487,1.19811,2.87435,-1.65238,5.99055,3.95706,-3.05641
16.78,-0.65187,0.58681,1.18908,2.93405,-1.72173,5.9454,3.97475,-3.03337
16.79,-0.64594,0.59865,1.17983,2.99325,-1.79191,5.89915,3.99267,-3.00975
16.8,-0.6399,0.6104,1.17034,3.052,-1.86294,5.8517,4.01078,-2.98558
16.81,-0.63374,0.62206,1.16063,3.1103,-1.93479,5.80315,4.02909,-2.96081
16.82,-0.62746,0.63362,1.15069,3.1681,-2.00737,5.75345,4.04761,-2.93545
16.83,-0.62106,0.64507,1.14053,3.22535,-2.08058,5.70265,4.06631,-2.90949
16.84,-0.61456,0.65643,1.13013,3.28215,-2.1545,5.65065,4.08514,-2.883
16.85,-0.60794,0.66767,1.1195,3.33835,-2.22892,5.5975,4.10413,-2.85589
16.86,-0.6012,0.67881,1.10865,3.39405,-2.30392,5.54325,4.12329,-2.82816
16.87,-0.59436,0.68985,1.09756,3.44925,-2.37947,5.4878,4.14254,-2.79989
16.88,-0.58741,0.70076,1.08624,3.5038,-2.45532,5.4312,4.16189,-2.77104
16.89,-0.58035,0.71157,1.07469,3.55785,-2.53166,5.37345,4.18135,-2.74158
16.9,-0.57318,0.72226,1.06291,3.6113,-2.6083,5.31455,4.2009,-2.71153
16.91,-0.5659,0.73283,1.05091,3.66415,-2.6852,5.25455,4.22053,-2.68088
16.92,-0.55852,0.74328,1.03867,3.7164,-2.76233,5.19335,4.2402,-2.64966
16.93,-0.55104,0.7536,1.0262,3.768,-2.83956,5.131,4.2599,-2.61787
16.94,-0.54345,0.7638,1.0135,3.819,-2.91695,5.0675,4.27965,-2.58546
16.95,-0.53576,0.77387,1.00057,3.86935,-2.99437,5.00285,4.2994,-2.55247
16.96,-0.52797,0.78381,0.98741,3.91905,-3.07179,4.93705,4.31916,-2.5189
16.97,-0.52008,0.79362,0.97403,3.9681,-3.14916,4.87015,4.3389,-2.48475
16.98,-0.5121,0.80329,0.96042,4.01645,-3.22637,4.8021,4.35859,-2.45004
16.99,-0.50402,0.81282,0.94658,4.0641,-3.30338,4.7329,4.37824,-2.41475
17.0,-0.49584,0.82222,0.93252,4.1111,-3.38023,4.6626,4.39785,-2.37885
17.01,-0.48758,0.83147,0.91823,4.15735,-3.45671,4.59115,4.41735,-2.34245
17.02,-0.47921,0.84058,0.90372,4.2029,-3.53287,4.5186,4.4368,-2.30539
17.03,-0.47076,0.84955,0.88899,4.24775,-3.60868,4.44495,4.45612,-2.26782
17.04,-0.46222,0.85836,0.87404,4.2918,-3.68391,4.3702,4.47532,-2.22968
17.05,-0.4536,0.86703,0.85888,4.33515,-3.75871,4.2944,4.49438,-2.19102
17.06,-0.44488,0.87554,0.84349,4.3777,-3.83285,4.21745,4.51331,-2.15175
17.07,-0.43609,0.8839,0.8279,4.4195,-3.9064,4.1395,4.53205,-2.11199
17.08,-0.42721,0.8921,0.81209,4.4605,-3.97921,4.06045,4.55063,-2.07167
17.09,-0.41825,0.90014,0.79607,4.5007,-4.05126,3.98035,4.56901,-2.03081
17.1,-0.4092,0.90802,0.77984,4.5401,-4.1225,3.8992,4.5872,-1.98938
17.11,-0.40009,0.91573,0.76341,4.57865,-4.19281,3.81705,4.60513,-1.94751
17.12,-0.39089,0.92328,0.74678,4.6164,-4.26223,3.7339,4.62285,-1.90506
17.13,-0.38162,0.93067,0.72995,4.65335,-4.33073,3.64975,4.64031,-1.86212
17.14,-0.37228,0.93788,0.71293,4.6894,-4.39809,3.56465,4.6575,-1.8187
17.15,-0.36286,0.94493,0.69571,4.72465,-4.46446,3.47855,4.67443,-1.77475
17.16,-0.35338,0.9518,0.6783,4.759,-4.52962,3.3915,4.69104,-1.73035
17.17,-0.34383,0.95849,0.6607,4.79245,-4.59352,3.3035,4.70735,-1.68548
17.18,-0.33421,0.96501,0.64293,4.82505,-4.65622,3.21465,4.72335,-1.64011
17.19,-0.32453,0.97135,0.62497,4.85675,-4.7176,3.12485,4.739,-1.59432
17.2,-0.31478,0.97751,0.60684,4.88755,-4.77763,3.0342,4.75432,-1.54804
17.21,-0.30498,0.98349,0.58854,4.91745,-4.83626,2.9427,4.76926,-1.50137
17.22,-0.29512,0.98928,0.57007,4.9464,-4.89337,2.85035,4.78384,-1.45427
17.23,-0.28519,0.99489,0.55143,4.97445,-4.94903,2.75715,4.79804,-1.4067
17.24,-0.27522,1.00031,0.53264,5.00155,-5.0031,2.6632,4.81183,-1.35879
17.25,-0.26519,1.00554,0.5137,5.0277,-5.05555,2.5685,4.82521,-1.31046
17.26,-0.25511,1.01058,0.49461,5.0529,-5.10636,2.47305,4.83818,-1.26176
17.27,-0.24498,1.01543,0.47537,5.07715,-5.15549,2.37685,4.85071,-1.21268
17.28,-0.2348,1.02009,0.45599,5.10045,-5.20292,2.27995,4.8628,-1.16324
17.29,-0.22458,1.02455,0.43648,5.12275,-5.24851,2.1824,4.87444,-1.11348
17.3,-0.21431,1.02882,0.41684,5.1441,-5.29235,2.0842,4.88562,-1.06337
17.31,-0.204,1.03289,0.39707,5.16445,-5.33431,1.98535,4.89632,-1.01294
17.32,-0.19365,1.03676,0.37719,5.1838,-5.37436,1.88595,4.90654,-0.96221
17.33,-0.18327,1.04043,0.35719,5.20215,-5.41247,1.78595,4.91627,-0.91123
17.34,-0.17284,1.0439,0.33709,5.2195,-5.44864,1.68545,4.9255,-0.8599
17.35,-0.16239,1.04717,0.31689,5.23585,-5.48283,1.58445,4.93422,-0.80839
17.36,-0.1519,1.05024,0.29658,5.2512,-5.51502,1.4829,4.94243,-0.75658
17.37,-0.14138,1.0531,0.27619,5.2655,-5.5451,1.38095,4.95011,-0.70455
17.38,-0.13084,1.05576,0.25572,5.2788,-5.57315,1.2786,4.95726,-0.65234
17.39,-0.12027,1.05822,0.23516,5.2911,-5.59915,1.1758,4.96388,-0.5999
17.4,-0.10968,1.06047,0.21454,5.30235,-5.62298,1.0727,4.96996,-0.5473
17.41,-0.09906,1.06251,0.19384,5.31255,-5.64464,0.9692,4.97549,-0.49449
17.42,-0.08843,1.06434,0.17309,5.3217,-5.6641,0.86545,4.98046,-0.44157
17.43,-0.07778,1.06597,0.15229,5.32985,-5.68146,0.76145,4.98488,-0.38851
17.44,-0.06711,1.06739,0.13143,5.33695,-5.69661,0.65715,4.98874,-0.3353
17.45,-0.05643,1.0686,0.11054,5.343,-5.70953,0.5527,4.99204,-0.282
17.46,-0.04574,1.0696,0.08961,5.348,-5.72022,0.44805,4.99477,-0.22862
17.47,-0.03504,1.07039,0.06866,5.35195,-5.72867,0.3433,4.99693,-0.17516
17.48,-0.02433,1.07097,0.04768,5.35485,-5.73488,0.2384,4.99852,-0.12164
17.49,-0.01362,1.07134,0.02669,5.3567,-5.73885,0.13345,4.99954,-0.0681
17.5,-0.0029,1.07151,0.00569,5.35755,-5.74067,0.02845,4.99998,-0.0145
17.51,0.00781,1.07146,-0.01531,5.3573,-5.74013,-0.07655,4.99985,0.03905
17.52,0.01852,1.0712,-0.03631,5.356,-5.73735,-0.18155,4.99914,0.09259
17.53,0.02923,1.07073,-0.05729,5.35365,-5.73231,-0.28645,4.99786,0.14613
17.54,0.03994,1.07005,-0.07826,5.35025,-5.72504,-0.3913,4.99601,0.19965
17.55,0.05063,1.06917,-0.0992,5.34585,-5.71562,-0.496,4.99359,0.25304
17.56,0.06132,1.06807,-0.12011,5.34035,-5.70387,-0.60055,4.9906,0.30641
17.57,0.072,1.06676,-0.14099,5.3338,-5.68988,-0.70495,4.98705,0.35969
17.58,0.08266,1.06525,-0.16182,5.32625,-5.67379,-0.8091,4.98293,0.41283
17.59,0.0933,1.06353,-0.1826,5.31765,-5.65548,-0.913,4.97825,0.46582
17.6,0.10393,1.0616,-0.20333,5.308,-5.63497,-1.01665,4.97302,0.51872
17.61,0.11453,1.05946,-0.22399,5.2973,-5.61228,-1.11995,4.96724,0.5714
17.62,0.12511,1.05712,-0.24458,5.2856,-5.58751,-1.2229,4.96092,0.62392
17.63,0.13567,1.05457,-0.2651,5.27285,-5.56059,-1.3255,4.95405,0.67627
17.64,0.1462,1.05182,-0.28554,5.2591,-5.53163,-1.4277,4.94666,0.7284
17.65,0.15671,1.04886,-0.30589,5.2443,-5.50054,-1.52945,4.93873,0.78035
17.66,0.16718,1.0457,-0.32615,5.2285,-5.46744,-1.63075,4.93029,0.83201
17.67,0.17762,1.04234,-0.34631,5.2117,-5.43236,-1.73155,4.92133,0.88344
17.68,0.18803,1.03877,-0.36637,5.19385,-5.39522,-1.83185,4.91187,0.93462
17.69,0.1984,1.03501,-0.38631,5.17505,-5.35623,-1.93155,4.90192,0.9855
17.7,0.20873,1.03105,-0.40614,5.15525,-5.31532,-2.0307,4.89147,1.03609
17.71,0.21902,1.02689,-0.42585,5.13445,-5.27252,-2.12925,4.88055,1.08637
17.72,0.22926,1.02253,-0.44543,5.11265,-5.22784,-2.22715,4.86917,1.13628
17.73,0.23947,1.01798,-0.46488,5.0899,-5.18142,-2.3244,4.85732,1.18594
17.74,0.24962,1.01323,-0.4842,5.06615,-5.13318,-2.421,4.84503,1.23518
17.75,0.25973,1.0083,-0.50337,5.0415,-5.08334,-2.51685,4.8323,1.2841
17.76,0.26979,1.00317,-0.52239,5.01585,-5.03175,-2.61195,4.81913,1.33265
17.77,0.27979,0.99785,-0.54127,4.98925,-4.97852,-2.70635,4.80557,1.38077
17.78,0.28974,0.99234,-0.55999,4.9617,-4.92369,-2.79995,4.79159,1.42852
17.79,0.29964,0.98665,-0.57854,4.93325,-4.86739,-2.8927,4.77721,1.47588
17.8,0.30948,0.98077,-0.59694,4.90385,-4.80955,-2.9847,4.76246,1.52282
17.81,0.31925,0.97471,-0.61516,4.87355,-4.7503,-3.0758,4.74736,1.56927
